09:04:08.500,35=D;11=LIT-2486;54=1;38=1800;44=98.5;100=L;,35=D;11=DRK-2486;54=1;38=900;44=98.4;100=D;
09:04:08.600,35=D;11=LIT-2487;54=2;38=800;44=98.3;100=L;,35=D;11=DRK-2487;54=2;38=1500;44=98.3;100=D;
09:04:08.700,35=D;11=LIT-2488;54=1;38=600;44=98.1;100=L;,35=D;11=DRK-2488;54=1;38=500;44=98.0;100=D;
09:04:08.800,35=D;11=LIT-2489;54=2;38=800;44=98.0;100=L;,35=D;11=DRK-2489;54=2;38=300;44=98.0;100=D;
09:04:08.900,35=D;11=LIT-2490;54=1;38=800;44=98.1;100=L;,35=D;11=DRK-2490;54=1;38=400;44=98.1;100=D;
09:04:09.000,35=D;11=LIT-2491;54=2;38=1400;44=98.3;100=L;,35=D;11=DRK-2491;54=2;38=1100;44=98.4;100=D;
09:04:09.100,35=D;11=LIT-2492;54=1;38=500;44=98.3;100=L;,35=D;11=DRK-2492;54=1;38=1500;44=98.2;100=D;
09:04:09.200,35=D;11=LIT-2493;54=2;38=2500;44=98.0;100=L;,35=D;11=DRK-2493;54=2;38=800;44=98.1;100=D;
09:04:09.300,35=D;11=LIT-2494;54=1;38=1600;44=98.0;100=L;,35=D;11=DRK-2494;54=1;38=1300;44=98.2;100=D;
09:04:09.400,35=D;11=LIT-2495;54=2;38=1400;44=98.2;100=L;,35=D;11=DRK-2495;54=2;38=600;44=98.2;100=D;
09:04:09.500,35=D;11=LIT-2496;54=1;38=2600;44=98.2;100=L;,35=D;11=DRK-2496;54=1;38=800;44=98.2;100=D;
09:04:09.600,35=D;11=LIT-2497;54=2;38=900;44=98.3;100=L;,35=D;11=DRK-2497;54=2;38=600;44=98.2;100=D;
09:04:09.700,35=D;11=LIT-2498;54=1;38=200;44=98.4;100=L;,35=D;11=DRK-2498;54=1;38=1300;44=98.5;100=D;
09:04:09.800,35=D;11=LIT-2499;54=2;38=1300;44=98.3;100=L;,35=D;11=DRK-2499;54=2;38=800;44=98.4;100=D;
09:04:09.900,35=D;11=LIT-2500;54=1;38=2100;44=98.1;100=L;,35=D;11=DRK-2500;54=1;38=1000;44=98.0;100=D;
09:04:10.000,35=D;11=LIT-2501;54=2;38=2000;44=98.0;100=L;,35=D;11=DRK-2501;54=2;38=900;44=98.0;100=D;
09:04:10.100,35=D;11=LIT-2502;54=1;38=1600;44=97.9;100=L;,35=D;11=DRK-2502;54=1;38=800;44=97.7;100=D;
09:04:10.200,35=D;11=LIT-2503;54=2;38=1200;44=97.7;100=L;,35=D;11=DRK-2503;54=2;38=1300;44=97.8;100=D;
09:04:10.300,35=D;11=LIT-2504;54=1;38=900;44=97.8;100=L;,35=D;11=DRK-2504;54=1;38=1300;44=97.6;100=D;
09:04:10.400,35=D;11=LIT-2505;54=2;38=500;44=97.8;100=L;,35=D;11=DRK-2505;54=2;38=700;44=98.0;100=D;
09:04:10.500,35=D;11=LIT-2506;54=1;38=1000;44=97.8;100=L;,35=D;11=DRK-2506;54=1;38=1200;44=97.9;100=D;
09:04:10.600,35=D;11=LIT-2507;54=2;38=2000;44=98.1;100=L;,35=D;11=DRK-2507;54=2;38=800;44=98.1;100=D;
09:04:10.700,35=D;11=LIT-2508;54=1;38=700;44=98.0;100=L;,35=D;11=DRK-2508;54=1;38=1500;44=98.1;100=D;
09:04:10.800,35=D;11=LIT-2509;54=2;38=900;44=98.3;100=L;,35=D;11=DRK-2509;54=2;38=1300;44=98.2;100=D;
09:04:10.900,35=D;11=LIT-2510;54=1;38=700;44=97.9;100=L;,35=D;11=DRK-2510;54=1;38=1200;44=98.0;100=D;
09:04:11.000,35=D;11=LIT-2511;54=2;38=1100;44=97.7;100=L;,35=D;11=DRK-2511;54=2;38=400;44=97.9;100=D;
09:04:11.100,35=D;11=LIT-2512;54=1;38=2600;44=97.9;100=L;,35=D;11=DRK-2512;54=1;38=1500;44=98.1;100=D;
09:04:11.200,35=D;11=LIT-2513;54=2;38=200;44=97.9;100=L;,35=D;11=DRK-2513;54=2;38=1100;44=98.0;100=D;
09:04:11.300,35=D;11=LIT-2514;54=1;38=2500;44=97.7;100=L;,35=D;11=DRK-2514;54=1;38=1000;44=97.7;100=D;
09:04:11.400,35=D;11=LIT-2515;54=2;38=2400;44=97.8;100=L;,35=D;11=DRK-2515;54=2;38=400;44=97.8;100=D;
09:04:11.500,35=D;11=LIT-2516;54=1;38=2800;44=97.7;100=L;,35=D;11=DRK-2516;54=1;38=1200;44=97.8;100=D;
09:04:11.600,35=D;11=LIT-2517;54=2;38=1200;44=97.8;100=L;,35=D;11=DRK-2517;54=2;38=1500;44=97.8;100=D;
09:04:11.700,35=D;11=LIT-2518;54=1;38=1600;44=97.8;100=L;,35=D;11=DRK-2518;54=1;38=500;44=97.6;100=D;
09:04:11.800,35=D;11=LIT-2519;54=2;38=2400;44=97.6;100=L;,35=D;11=DRK-2519;54=2;38=400;44=97.7;100=D;
09:04:11.900,35=D;11=LIT-2520;54=1;38=2600;44=97.9;100=L;,35=D;11=DRK-2520;54=1;38=200;44=97.9;100=D;
09:04:12.000,35=D;11=LIT-2521;54=2;38=1000;44=97.8;100=L;,35=D;11=DRK-2521;54=2;38=200;44=97.9;100=D;
09:04:12.100,35=D;11=LIT-2522;54=1;38=2400;44=97.9;100=L;,35=D;11=DRK-2522;54=1;38=1000;44=97.9;100=D;
09:04:12.200,35=D;11=LIT-2523;54=2;38=2600;44=98.1;100=L;,35=D;11=DRK-2523;54=2;38=300;44=98.1;100=D;
09:04:12.300,35=D;11=LIT-2524;54=1;38=2900;44=97.9;100=L;,35=D;11=DRK-2524;54=1;38=1500;44=97.9;100=D;
09:04:12.400,35=D;11=LIT-2525;54=2;38=1000;44=97.6;100=L;,35=D;11=DRK-2525;54=2;38=1200;44=97.6;100=D;
09:04:12.500,35=D;11=LIT-2526;54=1;38=2300;44=97.5;100=L;,35=D;11=DRK-2526;54=1;38=200;44=97.3;100=D;
09:04:12.600,35=D;11=LIT-2527;54=2;38=2300;44=97.4;100=L;,35=D;11=DRK-2527;54=2;38=800;44=97.3;100=D;
09:04:12.700,35=D;11=LIT-2528;54=1;38=2000;44=97.5;100=L;,35=D;11=DRK-2528;54=1;38=1000;44=97.5;100=D;
09:04:12.800,35=D;11=LIT-2529;54=2;38=1400;44=97.3;100=L;,35=D;11=DRK-2529;54=2;38=1400;44=97.3;100=D;
09:04:12.900,35=D;11=LIT-2530;54=1;38=1200;44=97.6;100=L;,35=D;11=DRK-2530;54=1;38=1400;44=97.5;100=D;
09:04:13.000,35=D;11=LIT-2531;54=2;38=1800;44=97.5;100=L;,35=D;11=DRK-2531;54=2;38=1500;44=97.6;100=D;
09:04:13.100,35=D;11=LIT-2532;54=1;38=2000;44=97.4;100=L;,35=D;11=DRK-2532;54=1;38=600;44=97.3;100=D;
09:04:13.200,35=D;11=LIT-2533;54=2;38=800;44=97.2;100=L;,35=D;11=DRK-2533;54=2;38=400;44=97.3;100=D;
09:04:13.300,35=D;11=LIT-2534;54=1;38=2500;44=97.4;100=L;,35=D;11=DRK-2534;54=1;38=1100;44=97.5;100=D;
09:04:13.400,35=D;11=LIT-2535;54=2;38=1600;44=97.1;100=L;,35=D;11=DRK-2535;54=2;38=300;44=97.3;100=D;
09:04:13.500,35=D;11=LIT-2536;54=1;38=300;44=97.1;100=L;,35=D;11=DRK-2536;54=1;38=600;44=97.3;100=D;
09:04:13.600,35=D;11=LIT-2537;54=2;38=1100;44=97.1;100=L;,35=D;11=DRK-2537;54=2;38=1200;44=97.3;100=D;
09:04:13.700,35=D;11=LIT-2538;54=1;38=200;44=97.1;100=L;,35=D;11=DRK-2538;54=1;38=400;44=97.1;100=D;
09:04:13.800,35=D;11=LIT-2539;54=2;38=2100;44=97.1;100=L;,35=D;11=DRK-2539;54=2;38=1200;44=97.3;100=D;
09:04:13.900,35=D;11=LIT-2540;54=1;38=2100;44=97.0;100=L;,35=D;11=DRK-2540;54=1;38=600;44=97.0;100=D;
09:04:14.000,35=D;11=LIT-2541;54=2;38=2800;44=97.1;100=L;,35=D;11=DRK-2541;54=2;38=700;44=96.9;100=D;
09:04:14.100,35=D;11=LIT-2542;54=1;38=2300;44=96.8;100=L;,35=D;11=DRK-2542;54=1;38=400;44=96.9;100=D;
09:04:14.200,35=D;11=LIT-2543;54=2;38=300;44=97.0;100=L;,35=D;11=DRK-2543;54=2;38=100;44=97.2;100=D;
09:04:14.300,35=D;11=LIT-2544;54=1;38=2600;44=97.0;100=L;,35=D;11=DRK-2544;54=1;38=600;44=97.1;100=D;
09:04:14.400,35=D;11=LIT-2545;54=2;38=700;44=97.1;100=L;,35=D;11=DRK-2545;54=2;38=500;44=97.2;100=D;
09:04:14.500,35=D;11=LIT-2546;54=1;38=1600;44=97.3;100=L;,35=D;11=DRK-2546;54=1;38=100;44=97.3;100=D;
09:04:14.600,35=D;11=LIT-2547;54=2;38=1300;44=97.3;100=L;,35=D;11=DRK-2547;54=2;38=100;44=97.3;100=D;
09:04:14.700,35=D;11=LIT-2548;54=1;38=300;44=97.4;100=L;,35=D;11=DRK-2548;54=1;38=700;44=97.5;100=D;
09:04:14.800,35=D;11=LIT-2549;54=2;38=2500;44=97.7;100=L;,35=D;11=DRK-2549;54=2;38=200;44=97.5;100=D;
09:04:14.900,35=D;11=LIT-2550;54=1;38=600;44=97.8;100=L;,35=D;11=DRK-2550;54=1;38=1400;44=97.7;100=D;
09:04:15.000,35=D;11=LIT-2551;54=2;38=400;44=97.9;100=L;,35=D;11=DRK-2551;54=2;38=1100;44=97.9;100=D;
09:04:15.100,35=D;11=LIT-2552;54=1;38=900;44=98.0;100=L;,35=D;11=DRK-2552;54=1;38=400;44=98.1;100=D;
09:04:15.200,35=D;11=LIT-2553;54=2;38=2900;44=98.3;100=L;,35=D;11=DRK-2553;54=2;38=1100;44=98.2;100=D;
09:04:15.300,35=D;11=LIT-2554;54=1;38=500;44=98.1;100=L;,35=D;11=DRK-2554;54=1;38=1100;44=98.1;100=D;
09:04:15.400,35=D;11=LIT-2555;54=2;38=500;44=98.4;100=L;,35=D;11=DRK-2555;54=2;38=600;44=98.2;100=D;
09:04:15.500,35=D;11=LIT-2556;54=1;38=2400;44=98.2;100=L;,35=D;11=DRK-2556;54=1;38=1300;44=98.2;100=D;
09:04:15.600,35=D;11=LIT-2557;54=2;38=1900;44=98.1;100=L;,35=D;11=DRK-2557;54=2;38=700;44=98.0;100=D;
09:04:15.700,35=D;11=LIT-2558;54=1;38=1200;44=98.2;100=L;,35=D;11=DRK-2558;54=1;38=1200;44=98.1;100=D;
09:04:15.800,35=D;11=LIT-2559;54=2;38=1900;44=98.0;100=L;,35=D;11=DRK-2559;54=2;38=300;44=98.0;100=D;
09:04:15.900,35=D;11=LIT-2560;54=1;38=400;44=97.8;100=L;,35=D;11=DRK-2560;54=1;38=700;44=97.9;100=D;
09:04:16.000,35=D;11=LIT-2561;54=2;38=1100;44=98.0;100=L;,35=D;11=DRK-2561;54=2;38=600;44=98.0;100=D;
09:04:16.100,35=D;11=LIT-2562;54=1;38=2600;44=97.7;100=L;,35=D;11=DRK-2562;54=1;38=600;44=97.7;100=D;
09:04:16.200,35=D;11=LIT-2563;54=2;38=2200;44=97.8;100=L;,35=D;11=DRK-2563;54=2;38=1400;44=97.9;100=D;
09:04:16.300,35=D;11=LIT-2564;54=1;38=1500;44=97.6;100=L;,35=D;11=DRK-2564;54=1;38=1300;44=97.6;100=D;
09:04:16.400,35=D;11=LIT-2565;54=2;38=600;44=97.4;100=L;,35=D;11=DRK-2565;54=2;38=200;44=97.6;100=D;
09:04:16.500,35=D;11=LIT-2566;54=1;38=2200;44=97.8;100=L;,35=D;11=DRK-2566;54=1;38=600;44=97.8;100=D;
09:04:16.600,35=D;11=LIT-2567;54=2;38=500;44=97.7;100=L;,35=D;11=DRK-2567;54=2;38=300;44=97.6;100=D;
09:04:16.700,35=D;11=LIT-2568;54=1;38=2300;44=97.5;100=L;,35=D;11=DRK-2568;54=1;38=1100;44=97.6;100=D;
09:04:16.800,35=D;11=LIT-2569;54=2;38=1600;44=97.6;100=L;,35=D;11=DRK-2569;54=2;38=1500;44=97.6;100=D;
09:04:16.900,35=D;11=LIT-2570;54=1;38=2000;44=97.8;100=L;,35=D;11=DRK-2570;54=1;38=500;44=97.7;100=D;
09:04:17.000,35=D;11=LIT-2571;54=2;38=3000;44=97.8;100=L;,35=D;11=DRK-2571;54=2;38=400;44=97.9;100=D;
09:04:17.100,35=D;11=LIT-2572;54=1;38=1000;44=97.6;100=L;,35=D;11=DRK-2572;54=1;38=200;44=97.6;100=D;,35=D;11=SOR-16;54=1;38=5000;44=97;100=SOR;
09:04:17.200,35=D;11=LIT-2573;54=2;38=1000;44=97.7;100=L;,35=D;11=DRK-2573;54=2;38=900;44=97.8;100=D;
09:04:17.300,35=D;11=LIT-2574;54=1;38=1700;44=98.0;100=L;,35=D;11=DRK-2574;54=1;38=100;44=97.9;100=D;
09:04:17.400,35=D;11=LIT-2575;54=2;38=3000;44=97.8;100=L;,35=D;11=DRK-2575;54=2;38=1100;44=97.7;100=D;
09:04:17.500,35=D;11=LIT-2576;54=1;38=1700;44=97.8;100=L;,35=D;11=DRK-2576;54=1;38=800;44=98.0;100=D;
09:04:17.600,35=D;11=LIT-2577;54=2;38=2900;44=97.7;100=L;,35=D;11=DRK-2577;54=2;38=800;44=97.9;100=D;
09:04:17.700,35=D;11=LIT-2578;54=1;38=1800;44=97.7;100=L;,35=D;11=DRK-2578;54=1;38=200;44=97.9;100=D;
09:04:17.800,35=D;11=LIT-2579;54=2;38=800;44=97.9;100=L;,35=D;11=DRK-2579;54=2;38=1300;44=97.9;100=D;
09:04:17.900,35=D;11=LIT-2580;54=1;38=2800;44=97.8;100=L;,35=D;11=DRK-2580;54=1;38=1200;44=97.8;100=D;
09:04:18.000,35=D;11=LIT-2581;54=2;38=700;44=97.9;100=L;,35=D;11=DRK-2581;54=2;38=1100;44=97.8;100=D;
09:04:18.100,35=D;11=LIT-2582;54=1;38=1000;44=97.7;100=L;,35=D;11=DRK-2582;54=1;38=1000;44=97.9;100=D;
09:04:18.200,35=D;11=LIT-2583;54=2;38=1200;44=97.7;100=L;,35=D;11=DRK-2583;54=2;38=1400;44=97.6;100=D;
09:04:18.300,35=D;11=LIT-2584;54=1;38=1200;44=97.6;100=L;,35=D;11=DRK-2584;54=1;38=300;44=97.6;100=D;
09:04:18.400,35=D;11=LIT-2585;54=2;38=2500;44=97.7;100=L;,35=D;11=DRK-2585;54=2;38=900;44=97.7;100=D;
09:04:18.500,35=D;11=LIT-2586;54=1;38=900;44=97.8;100=L;,35=D;11=DRK-2586;54=1;38=1200;44=97.7;100=D;
09:04:18.600,35=D;11=LIT-2587;54=2;38=1300;44=97.4;100=L;,35=D;11=DRK-2587;54=2;38=700;44=97.4;100=D;
09:04:18.700,35=D;11=LIT-2588;54=1;38=1100;44=97.5;100=L;,35=D;11=DRK-2588;54=1;38=700;44=97.4;100=D;
09:04:18.800,35=D;11=LIT-2589;54=2;38=1800;44=97.2;100=L;,35=D;11=DRK-2589;54=2;38=1000;44=97.4;100=D;
09:04:18.900,35=D;11=LIT-2590;54=1;38=500;44=97.3;100=L;,35=D;11=DRK-2590;54=1;38=200;44=97.3;100=D;
09:04:19.000,35=D;11=LIT-2591;54=2;38=3000;44=97.0;100=L;,35=D;11=DRK-2591;54=2;38=800;44=97.0;100=D;
09:04:19.100,35=D;11=LIT-2592;54=1;38=2500;44=97.0;100=L;,35=D;11=DRK-2592;54=1;38=1300;44=97.0;100=D;
09:04:19.200,35=D;11=LIT-2593;54=2;38=800;44=96.8;100=L;,35=D;11=DRK-2593;54=2;38=1200;44=97.0;100=D;
09:04:19.300,35=D;11=LIT-2594;54=1;38=2600;44=96.7;100=L;,35=D;11=DRK-2594;54=1;38=400;44=96.9;100=D;
09:04:19.400,35=D;11=LIT-2595;54=2;38=3000;44=97.1;100=L;,35=D;11=DRK-2595;54=2;38=1400;44=97.0;100=D;
09:04:19.500,35=D;11=LIT-2596;54=1;38=200;44=97.2;100=L;,35=D;11=DRK-2596;54=1;38=1500;44=97.0;100=D;
09:04:19.600,35=D;11=LIT-2597;54=2;38=1800;44=96.9;100=L;,35=D;11=DRK-2597;54=2;38=700;44=96.8;100=D;
09:04:19.700,35=D;11=LIT-2598;54=1;38=2600;44=96.6;100=L;,35=D;11=DRK-2598;54=1;38=1300;44=96.7;100=D;
09:04:19.800,35=D;11=LIT-2599;54=2;38=1700;44=96.8;100=L;,35=D;11=DRK-2599;54=2;38=1400;44=96.8;100=D;
09:04:19.900,35=D;11=LIT-2600;54=1;38=700;44=96.6;100=L;,35=D;11=DRK-2600;54=1;38=900;44=96.5;100=D;
09:04:20.000,35=D;11=LIT-2601;54=2;38=1300;44=96.4;100=L;,35=D;11=DRK-2601;54=2;38=1500;44=96.5;100=D;
09:04:20.100,35=D;11=LIT-2602;54=1;38=2300;44=96.5;100=L;,35=D;11=DRK-2602;54=1;38=1100;44=96.5;100=D;
09:04:20.200,35=D;11=LIT-2603;54=2;38=1100;44=96.1;100=L;,35=D;11=DRK-2603;54=2;38=1500;44=96.3;100=D;
09:04:20.300,35=D;11=LIT-2604;54=1;38=900;44=95.9;100=L;,35=D;11=DRK-2604;54=1;38=600;44=95.9;100=D;
09:04:20.400,35=D;11=LIT-2605;54=2;38=2600;44=96.0;100=L;,35=D;11=DRK-2605;54=2;38=400;44=96.1;100=D;
09:04:20.500,35=D;11=LIT-2606;54=1;38=600;44=96.0;100=L;,35=D;11=DRK-2606;54=1;38=1000;44=95.9;100=D;
09:04:20.600,35=D;11=LIT-2607;54=2;38=2900;44=96.0;100=L;,35=D;11=DRK-2607;54=2;38=1400;44=96.0;100=D;
09:04:20.700,35=D;11=LIT-2608;54=1;38=2900;44=96.1;100=L;,35=D;11=DRK-2608;54=1;38=100;44=96.1;100=D;
09:04:20.800,35=D;11=LIT-2609;54=2;38=2200;44=96.2;100=L;,35=D;11=DRK-2609;54=2;38=1300;44=96.2;100=D;
09:04:20.900,35=D;11=LIT-2610;54=1;38=2400;44=96.3;100=L;,35=D;11=DRK-2610;54=1;38=800;44=96.3;100=D;
09:04:21.000,35=D;11=LIT-2611;54=2;38=1300;44=96.1;100=L;,35=D;11=DRK-2611;54=2;38=1400;44=96.1;100=D;
09:04:21.100,35=D;11=LIT-2612;54=1;38=2600;44=96.4;100=L;,35=D;11=DRK-2612;54=1;38=1000;44=96.4;100=D;
09:04:21.200,35=D;11=LIT-2613;54=2;38=1900;44=96.3;100=L;,35=D;11=DRK-2613;54=2;38=1200;44=96.3;100=D;
09:04:21.300,35=D;11=LIT-2614;54=1;38=1700;44=96.4;100=L;,35=D;11=DRK-2614;54=1;38=400;44=96.3;100=D;
09:04:21.400,35=D;11=LIT-2615;54=2;38=1800;44=96.6;100=L;,35=D;11=DRK-2615;54=2;38=700;44=96.6;100=D;
09:04:21.500,35=D;11=LIT-2616;54=1;38=400;44=96.7;100=L;,35=D;11=DRK-2616;54=1;38=1100;44=96.5;100=D;
09:04:21.600,35=D;11=LIT-2617;54=2;38=2600;44=96.4;100=L;,35=D;11=DRK-2617;54=2;38=300;44=96.5;100=D;
09:04:21.700,35=D;11=LIT-2618;54=1;38=2400;44=96.7;100=L;,35=D;11=DRK-2618;54=1;38=900;44=96.6;100=D;
09:04:21.800,35=D;11=LIT-2619;54=2;38=2800;44=96.6;100=L;,35=D;11=DRK-2619;54=2;38=900;44=96.6;100=D;
09:04:21.900,35=D;11=LIT-2620;54=1;38=2000;44=96.8;100=L;,35=D;11=DRK-2620;54=1;38=800;44=96.9;100=D;
09:04:22.000,35=D;11=LIT-2621;54=2;38=2700;44=96.9;100=L;,35=D;11=DRK-2621;54=2;38=500;44=96.9;100=D;
09:04:22.100,35=D;11=LIT-2622;54=1;38=2500;44=97.1;100=L;,35=D;11=DRK-2622;54=1;38=500;44=97.1;100=D;
09:04:22.200,35=D;11=LIT-2623;54=2;38=800;44=97.3;100=L;,35=D;11=DRK-2623;54=2;38=1400;44=97.1;100=D;
09:04:22.300,35=D;11=LIT-2624;54=1;38=1200;44=97.3;100=L;,35=D;11=DRK-2624;54=1;38=800;44=97.3;100=D;
09:04:22.400,35=D;11=LIT-2625;54=2;38=2900;44=97.1;100=L;,35=D;11=DRK-2625;54=2;38=900;44=97.3;100=D;
09:04:22.500,35=D;11=LIT-2626;54=1;38=200;44=97.0;100=L;,35=D;11=DRK-2626;54=1;38=200;44=97.0;100=D;
09:04:22.600,35=D;11=LIT-2627;54=2;38=1000;44=97.3;100=L;,35=D;11=DRK-2627;54=2;38=1000;44=97.3;100=D;
09:04:22.700,35=D;11=LIT-2628;54=1;38=1700;44=97.4;100=L;,35=D;11=DRK-2628;54=1;38=400;44=97.5;100=D;
09:04:22.800,35=D;11=LIT-2629;54=2;38=1400;44=97.5;100=L;,35=D;11=DRK-2629;54=2;38=300;44=97.5;100=D;
09:04:22.900,35=D;11=LIT-2630;54=1;38=1000;44=97.6;100=L;,35=D;11=DRK-2630;54=1;38=1500;44=97.6;100=D;
09:04:23.000,35=D;11=LIT-2631;54=2;38=1600;44=97.6;100=L;,35=D;11=DRK-2631;54=2;38=1000;44=97.7;100=D;
09:04:23.100,35=D;11=LIT-2632;54=1;38=1600;44=97.7;100=L;,35=D;11=DRK-2632;54=1;38=1000;44=97.6;100=D;
09:04:23.200,35=D;11=LIT-2633;54=2;38=2600;44=97.4;100=L;,35=D;11=DRK-2633;54=2;38=1500;44=97.5;100=D;
09:04:23.300,35=D;11=LIT-2634;54=1;38=500;44=97.2;100=L;,35=D;11=DRK-2634;54=1;38=1000;44=97.2;100=D;
09:04:23.400,35=D;11=LIT-2635;54=2;38=2200;44=97.4;100=L;,35=D;11=DRK-2635;54=2;38=200;44=97.2;100=D;
09:04:23.500,35=D;11=LIT-2636;54=1;38=1200;44=97.5;100=L;,35=D;11=DRK-2636;54=1;38=1400;44=97.5;100=D;
09:04:23.600,35=D;11=LIT-2637;54=2;38=1000;44=97.2;100=L;,35=D;11=DRK-2637;54=2;38=500;44=97.2;100=D;
09:04:23.700,35=D;11=LIT-2638;54=1;38=2000;44=97.1;100=L;,35=D;11=DRK-2638;54=1;38=500;44=97.3;100=D;
09:04:23.800,35=D;11=LIT-2639;54=2;38=2700;44=97.4;100=L;,35=D;11=DRK-2639;54=2;38=1500;44=97.5;100=D;
09:04:23.900,35=D;11=LIT-2640;54=1;38=1100;44=97.2;100=L;,35=D;11=DRK-2640;54=1;38=700;44=97.2;100=D;
09:04:24.000,35=D;11=LIT-2641;54=2;38=1900;44=97.3;100=L;,35=D;11=DRK-2641;54=2;38=700;44=97.3;100=D;
09:04:24.100,35=D;11=LIT-2642;54=1;38=1400;44=97.4;100=L;,35=D;11=DRK-2642;54=1;38=700;44=97.3;100=D;
09:04:24.200,35=D;11=LIT-2643;54=2;38=1100;44=97.5;100=L;,35=D;11=DRK-2643;54=2;38=700;44=97.5;100=D;
09:04:24.300,35=D;11=LIT-2644;54=1;38=2200;44=97.7;100=L;,35=D;11=DRK-2644;54=1;38=1500;44=97.8;100=D;
09:04:24.400,35=D;11=LIT-2645;54=2;38=800;44=97.9;100=L;,35=D;11=DRK-2645;54=2;38=1500;44=97.8;100=D;
09:04:24.500,35=D;11=LIT-2646;54=1;38=400;44=98.0;100=L;,35=D;11=DRK-2646;54=1;38=1300;44=98.1;100=D;
09:04:24.600,35=D;11=LIT-2647;54=2;38=800;44=97.7;100=L;,35=D;11=DRK-2647;54=2;38=800;44=97.7;100=D;
09:04:24.700,35=D;11=LIT-2648;54=1;38=500;44=97.9;100=L;,35=D;11=DRK-2648;54=1;38=1300;44=97.9;100=D;
09:04:24.800,35=D;11=LIT-2649;54=2;38=2500;44=97.5;100=L;,35=D;11=DRK-2649;54=2;38=1400;44=97.6;100=D;
09:04:24.900,35=D;11=LIT-2650;54=1;38=200;44=97.8;100=L;,35=D;11=DRK-2650;54=1;38=900;44=97.7;100=D;
09:04:25.000,35=D;11=LIT-2651;54=2;38=2000;44=97.8;100=L;,35=D;11=DRK-2651;54=2;38=700;44=97.7;100=D;
09:04:25.100,35=D;11=LIT-2652;54=1;38=2200;44=97.7;100=L;,35=D;11=DRK-2652;54=1;38=1500;44=97.8;100=D;
09:04:25.200,35=D;11=LIT-2653;54=2;38=700;44=97.8;100=L;,35=D;11=DRK-2653;54=2;38=600;44=97.9;100=D;
09:04:25.300,35=D;11=LIT-2654;54=1;38=2900;44=97.6;100=L;,35=D;11=DRK-2654;54=1;38=600;44=97.6;100=D;
09:04:25.400,35=D;11=LIT-2655;54=2;38=2300;44=97.8;100=L;,35=D;11=DRK-2655;54=2;38=1500;44=97.8;100=D;
09:04:25.500,35=D;11=LIT-2656;54=1;38=2700;44=97.6;100=L;,35=D;11=DRK-2656;54=1;38=1200;44=97.5;100=D;
09:04:25.600,35=D;11=LIT-2657;54=2;38=1700;44=97.3;100=L;,35=D;11=DRK-2657;54=2;38=300;44=97.3;100=D;
09:04:25.700,35=D;11=LIT-2658;54=1;38=1000;44=97.4;100=L;,35=D;11=DRK-2658;54=1;38=1300;44=97.3;100=D;
09:04:25.800,35=D;11=LIT-2659;54=2;38=2400;44=97.7;100=L;,35=D;11=DRK-2659;54=2;38=700;44=97.5;100=D;
09:04:25.900,35=D;11=LIT-2660;54=1;38=1500;44=97.4;100=L;,35=D;11=DRK-2660;54=1;38=300;44=97.6;100=D;
09:04:26.000,35=D;11=LIT-2661;54=2;38=1600;44=97.2;100=L;,35=D;11=DRK-2661;54=2;38=1500;44=97.3;100=D;
09:04:26.100,35=D;11=LIT-2662;54=1;38=1000;44=97.3;100=L;,35=D;11=DRK-2662;54=1;38=100;44=97.1;100=D;
09:04:26.200,35=D;11=LIT-2663;54=2;38=1000;44=97.3;100=L;,35=D;11=DRK-2663;54=2;38=1300;44=97.3;100=D;
09:04:26.300,35=D;11=LIT-2664;54=1;38=1200;44=97.3;100=L;,35=D;11=DRK-2664;54=1;38=200;44=97.4;100=D;
09:04:26.400,35=D;11=LIT-2665;54=2;38=2100;44=97.3;100=L;,35=D;11=DRK-2665;54=2;38=1300;44=97.3;100=D;
09:04:26.500,35=D;11=LIT-2666;54=1;38=2300;44=97.1;100=L;,35=D;11=DRK-2666;54=1;38=1300;44=97.2;100=D;
09:04:26.600,35=D;11=LIT-2667;54=2;38=800;44=96.9;100=L;,35=D;11=DRK-2667;54=2;38=800;44=97.0;100=D;
09:04:26.700,35=D;11=LIT-2668;54=1;38=300;44=97.0;100=L;,35=D;11=DRK-2668;54=1;38=1000;44=97.1;100=D;
09:04:26.800,35=D;11=LIT-2669;54=2;38=1000;44=96.8;100=L;,35=D;11=DRK-2669;54=2;38=300;44=96.8;100=D;
09:04:26.900,35=D;11=LIT-2670;54=1;38=2100;44=97.0;100=L;,35=D;11=DRK-2670;54=1;38=1100;44=96.9;100=D;
09:04:27.000,35=D;11=LIT-2671;54=2;38=2300;44=96.8;100=L;,35=D;11=DRK-2671;54=2;38=1400;44=96.8;100=D;
09:04:27.100,35=D;11=LIT-2672;54=1;38=500;44=97.0;100=L;,35=D;11=DRK-2672;54=1;38=1400;44=96.8;100=D;
09:04:27.200,35=D;11=LIT-2673;54=2;38=600;44=97.0;100=L;,35=D;11=DRK-2673;54=2;38=1500;44=97.0;100=D;
09:04:27.300,35=D;11=LIT-2674;54=1;38=1600;44=96.7;100=L;,35=D;11=DRK-2674;54=1;38=1400;44=96.8;100=D;
09:04:27.400,35=D;11=LIT-2675;54=2;38=2200;44=97.0;100=L;,35=D;11=DRK-2675;54=2;38=1200;44=97.0;100=D;
